0,,Took 6329.16 sec to complete
0,,
0,,
0,,
40,,
530,,
0,,
10,,
10,,
660,,
70,,
0,,
0,,
190,,
0,,
0,,
0,,
0,,
0,,
0,,
440,,
0,,
10,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
60,,
0,,
0,,
0,,
0,,
580,,
0,,
30,,
420,,
50,,
0,,
0,,
0,,
220,,
0,,
0,,
0,,
410,,
220,,
550,,
10,,
30,,
0,,
0,,
30,,
0,,
30,,
280,,
70,,
0,,
190,,
0,,
0,,
590,,
10,,
620,,
310,,
0,,
0,,
60,,
530,,
580,,
20,,
0,,
480,,
0,,
0,,
0,,
0,,
40,,
0,,
0,,
0,,
30,,
0,,
80,,
0,,
0,,
330,,
150,,
0,,
60,,
0,,
240,,
130,,
30,,
0,,
0,,
640,,
0,,
840,,
0,,
470,,
0,,
710,,
690,,
770,,
790,,
540,,
580,,
690,,
0,,
0,,
130,,
730,,
0,,
270,,
380,,
490,,
580,,
900,,
510,,
0,,
500,,
640,,
480,,
1000,,
0,,
0,,
730,,
10,,
470,,
510,,
800,,
710,,
760,,
640,,
0,,
100,,
120,,
60,,
0,,
0,,
430,,
630,,
560,,
0,,
0,,
0,,
720,,
540,,
0,,
0,,
0,,
90,,
270,,
90,,
270,,
150,,
280,,
410,,
510,,
620,,
1030,,
630,,
0,,
650,,
600,,
160,,
0,,
0,,
0,,
130,,
20,,
720,,
520,,
800,,
650,,
0,,
0,,
910,,
140,,
0,,
0,,
0,,
290,,
450,,
40,,
0,,
0,,
0,,
0,,
860,,
470,,
0,,
520,,
340,,
680,,
500,,
0,,
0,,
0,,
0,,
470,,
630,,
580,,
340,,
90,,
420,,
40,,
280,,
70,,
0,,
110,,
470,,
270,,
110,,
0,,
360,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
60,,
0,,
0,,
440,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
310,,
0,,
0,,
0,,
0,,
540,,
470,,
0,,
130,,
670,,
410,,
570,,
0,,
520,,
500,,
450,,
90,,
340,,
0,,
600,,
0,,
490,,
490,,
670,,
370,,
440,,
10,,
440,,
0,,
450,,
660,,
300,,
520,,
380,,
420,,
40,,
0,,
500,,
0,,
640,,
0,,
490,,
40,,
60,,
610,,
590,,
450,,
1070,,
30,,
590,,
640,,
640,,
420,,
0,,
0,,
490,,
570,,
30,,
60,,
110,,
150,,
50,,
120,,
400,,
70,,
0,,
580,,
230,,
440,,
50,,
170,,
240,,
220,,
0,,
170,,
170,,
670,,
0,,
0,,
0,,
160,,
0,,
670,,
670,,
600,,
0,,
670,,
410,,
0,,
30,,
90,,
580,,
0,,
0,,
0,,
580,,
0,,
210,,
60,,
0,,
0,,
0,,
510,,
60,,
190,,
30,,
0,,
510,,
610,,
150,,
560,,
790,,
390,,
670,,
0,,
530,,
530,,
470,,
420,,
480,,
760,,
0,,
250,,
770,,
670,,
130,,
610,,
600,,
520,,
710,,
370,,
480,,
370,,
450,,
490,,
390,,
680,,
400,,
690,,
730,,
520,,
270,,
340,,
10,,
770,,
500,,
600,,
540,,
430,,
570,,
420,,
240,,
90,,
510,,
680,,
430,,
680,,
350,,
480,,
520,,
220,,
490,,
730,,
420,,
630,,
570,,
500,,
390,,
530,,
500,,
320,,
380,,
640,,
850,,
620,,
940,,
350,,
250,,
10,,
0,,
890,,
490,,
410,,
460,,
150,,
520,,
490,,
500,,
150,,
460,,
160,,
670,,
740,,
400,,
640,,
540,,
390,,
190,,
470,,
470,,
520,,
130,,
10,,
740,,
460,,
900,,
560,,
520,,
340,,
380,,
430,,
550,,
240,,
530,,
0,,
10,,
510,,
150,,
560,,
500,,
170,,
440,,
430,,
320,,
420,,
410,,
610,,
400,,
440,,
360,,
250,,
460,,
520,,
360,,
580,,
160,,
590,,
10,,
430,,
490,,
530,,
410,,
480,,
300,,
10,,
380,,
550,,
510,,
550,,
130,,
640,,
400,,
