0,,14505.02sec
0,,
12,,
0,,
0,,
49,,
0,,
12,,
0,,
6,,
11,,
0,,
44,,
70,,
0,,
0,,
0,,
0,,
0,,
18,,
0,,
8,,
0,,
0,,
0,,
0,,
5,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
31,,
0,,
0,,
0,,
0,,
0,,
0,,
58,,
0,,
0,,
5,,
0,,
0,,
0,,
6,,
0,,
176,,
0,,
0,,
56,,
0,,
0,,
0,,
0,,
0,,
3,,
0,,
4,,
0,,
0,,
0,,
0,,
0,,
0,,
202,,
13,,
0,,
0,,
248,,
1,,
0,,
300,,
191,,
0,,
87,,
0,,
22,,
0,,
0,,
0,,
0,,
26,,
0,,
0,,
237,,
246,,
77,,
254,,
31,,
0,,
0,,
0,,
27,,
0,,
0,,
0,,
0,,
2,,
0,,
0,,
4,,
210,,
91,,
157,,
0,,
0,,
12,,
0,,
0,,
11,,
16,,
24,,
0,,
0,,
0,,
0,,
0,,
6,,
1,,
35,,
0,,
28,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
1,,
177,,
0,,
63,,
0,,
0,,
0,,
0,,
0,,
174,,
203,,
52,,
0,,
123,,
0,,
246,,
43,,
1,,
282,,
3,,
0,,
0,,
36,,
219,,
117,,
1,,
0,,
0,,
28,,
0,,
0,,
25,,
0,,
0,,
0,,
0,,
8,,
19,,
0,,
0,,
0,,
267,,
27,,
3,,
23,,
0,,
0,,
7,,
0,,
0,,
12,,
6,,
3,,
194,,
221,,
187,,
192,,
0,,
224,,
239,,
1,,
110,,
219,,
3,,
205,,
191,,
208,,
248,,
0,,
39,,
234,,
201,,
38,,
1,,
0,,
0,,
0,,
0,,
0,,
197,,
139,,
180,,
217,,
188,,
227,,
0,,
223,,
225,,
176,,
56,,
0,,
218,,
31,,
184,,
190,,
206,,
231,,
39,,
0,,
0,,
187,,
209,,
198,,
164,,
193,,
199,,
33,,
98,,
0,,
162,,
163,,
16,,
45,,
194,,
227,,
77,,
225,,
227,,
43,,
68,,
260,,
193,,
183,,
188,,
179,,
177,,
203,,
23,,
119,,
172,,
239,,
213,,
188,,
188,,
201,,
205,,
234,,
264,,
207,,
55,,
215,,
221,,
204,,
249,,
203,,
270,,
217,,
197,,
208,,
231,,
74,,
195,,
221,,
215,,
187,,
89,,
206,,
195,,
208,,
116,,
124,,
194,,
228,,
0,,
226,,
202,,
192,,
100,,
114,,
191,,
199,,
207,,
205,,
180,,
66,,
40,,
220,,
187,,
178,,
191,,
185,,
214,,
194,,
261,,
197,,
185,,
213,,
226,,
215,,
266,,
194,,
202,,
253,,
215,,
53,,
234,,
220,,
197,,
219,,
215,,
196,,
216,,
250,,
198,,
256,,
216,,
200,,
201,,
14,,
214,,
243,,
233,,
248,,
217,,
236,,
223,,
206,,
201,,
223,,
190,,
262,,
193,,
206,,
237,,
240,,
194,,
0,,
162,,
36,,
255,,
233,,
258,,
204,,
257,,
206,,
210,,
214,,
213,,
0,,
220,,
225,,
252,,
204,,
199,,
223,,
204,,
214,,
240,,
216,,
230,,
213,,
198,,
255,,
206,,
191,,
232,,
238,,
259,,
206,,
193,,
207,,
239,,
209,,
202,,
219,,
193,,
185,,
186,,
191,,
196,,
197,,
205,,
229,,
195,,
199,,
259,,
240,,
217,,
198,,
206,,
201,,
250,,
208,,
223,,
204,,
240,,
195,,
223,,
213,,
195,,
198,,
190,,
180,,
197,,
0,,
185,,
187,,
194,,
189,,
235,,
200,,
194,,
196,,
198,,
188,,
210,,
193,,
214,,
0,,
0,,
216,,
230,,
24,,
79,,
33,,
231,,
245,,
203,,
220,,
209,,
111,,
216,,
219,,
10,,
212,,
213,,
52,,
206,,
167,,
113,,
202,,
206,,
263,,
196,,
199,,
224,,
193,,
207,,
216,,
204,,
198,,
191,,
248,,
233,,
211,,
233,,
227,,
232,,
210,,
263,,
239,,
228,,
213,,
203,,
215,,
206,,
205,,
197,,
197,,
